Fold,Accuracy,F1-Score
1,0.9776601998824221,0.9777267199862504
2,0.9706055261610818,0.9708899202644574
3,0.9753086419753086,0.9750901212155322
4,0.9764844209288653,0.9764886696122778
5,0.9764844209288653,0.9764799236999839
6,0.974132863021752,0.9740400541437456
7,0.9764705882352941,0.9765063226725875
8,0.9723529411764706,0.9721405080042924
9,0.9682352941176471,0.9682882745492671
10,0.9752941176470589,0.9752054649763542
