Fold,Accuracy,F1-Score
1,0.9629629629629629,0.9628990495822325
2,0.9600235155790712,0.9601115960215306
3,0.9611992945326279,0.9610850215763076
4,0.969429747207525,0.9690834237803164
5,0.9700176366843033,0.9697824485143998
6,0.958259847148736,0.9584381229821671
7,0.961764705882353,0.9617534872299608
8,0.961764705882353,0.9611620930539118
9,0.9447058823529412,0.9448569012778989
10,0.9541176470588235,0.9543406244107505
