Fold,Accuracy,F1-Score
1,0.9735449735449735,0.9734819470289927
2,0.9682539682539683,0.9683541389314512
3,0.9647266313932981,0.9645597971907676
4,0.9735449735449735,0.9735548427646155
5,0.974132863021752,0.9740540556444951
6,0.9717813051146384,0.97168091628646
7,0.9670588235294117,0.9669400798070537
8,0.9676470588235294,0.9674121938905237
9,0.96,0.9600566247448574
10,0.9688235294117648,0.9690427458226359
